Institute,Academic Program Name,Quota,Seat Type,Gender,Avg_Closing_Rank,Min_Closing_Rank,Max_Closing_Rank,Std_Dev_Closing_Rank,Closing_Rank_2024_R1.0,Closing_Rank_2024_R2.0,Closing_Rank_2024_R3.0,Closing_Rank_2024_R4.0,Avg_Opening_Rank
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2543.4,2431.0,2687.0,123.96522809956748,2687.0,2687.0,2687.0,2687.0,2338.0
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1131.1,1068.0,1192.0,40.53105805017501,1068.0,1094.0,1094.0,1094.0,782.2
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1266.6,1123.0,1436.0,146.86743833962817,1436.0,1436.0,1436.0,1436.0,1023.6
Indian Institute of Technology Guwahati,"Mechanical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,600.6,577.0,624.0,21.500387593405545,577.0,579.0,579.0,579.0,456.0
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),273.0,189.0,372.0,85.83705493549974,372.0,372.0,372.0,372.0,273.0
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,120.2,115.0,127.0,5.00666222813829,115.0,127.0,127.0,127.0,106.8
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,EWS (PwD),Gender-Neutral,23.0,23.0,23.0,0.0,23.0,23.0,23.0,23.0,23.0
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),798.0,798.0,798.0,0.0,798.0,798.0,798.0,798.0,657.4
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,379.8,367.0,399.0,16.52472894381831,399.0,399.0,399.0,399.0,219.4
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,19.0,19.0,19.0,0.0,19.0,19.0,19.0,19.0,19.0
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),2067.4,1845.0,2401.0,287.1171653988432,2401.0,2401.0,2401.0,2401.0,1860.6
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,878.2,852.0,903.0,17.554992958636518,852.0,864.0,864.0,864.0,614.8
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),111.0,111.0,111.0,0.0,,,,,111.0
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),424.2,295.0,579.0,134.07361162187485,334.0,334.0,334.0,334.0,424.2
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,226.8,200.0,251.0,21.719422951205065,251.0,251.0,251.0,251.0,111.2
Indian Institute of Technology Hyderabad,"Artificial Intelligence (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,90.2,89.0,91.0,1.032795558988642,89.0,89.0,89.0,89.0,81.4
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1695.9,1581.0,1745.0,65.34600217304808,1581.0,1636.0,1636.0,1636.0,1646.6
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6459.4,5782.0,6911.0,583.0130930490899,5782.0,5782.0,5782.0,5782.0,5523.6
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3904.1,3774.0,3944.0,68.92096923288295,3930.0,3929.0,3929.0,3929.0,3092.2
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15028.6,14001.0,15546.0,594.6788489036189,15546.0,15546.0,15546.0,15546.0,10320.6
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9145.5,8172.0,10044.0,875.6760245661633,8172.0,8172.0,8172.0,8172.0,7022.4
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3298.0,2950.0,3820.0,449.26606816006034,3820.0,3820.0,3820.0,3820.0,3298.0
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2377.2,2244.0,2466.0,114.64030704773951,2244.0,2244.0,2244.0,2244.0,1886.2
Indian Institute of Technology Hyderabad,"Biomedical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1225.5,1040.0,1323.0,95.42449021783317,1040.0,1197.0,1197.0,1197.0,1135.7
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2660.6,2525.0,2904.0,181.04953281721922,2744.0,2904.0,2904.0,2904.0,2660.6
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1617.6,1522.0,1713.0,90.03851027939837,1522.0,1522.0,1522.0,1522.0,1516.6
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),6406.6,5881.0,6673.0,236.08811914198475,5881.0,6673.0,6673.0,6673.0,6406.6
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3984.7,3756.0,4065.0,102.66455625536547,3756.0,4011.0,4011.0,4011.0,3289.5
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),13645.0,12599.0,15214.0,1350.3801933776526,15214.0,15214.0,15214.0,15214.0,12990.4
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8788.2,7972.0,9545.0,708.0644666193095,7972.0,7972.0,7972.0,7972.0,6822.8
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3123.2,2886.0,3479.0,306.2238832401331,3479.0,3479.0,3479.0,3479.0,3123.2
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2410.0,2324.0,2509.0,88.2798580273742,2324.0,2324.0,2324.0,2324.0,2335.2
Indian Institute of Technology Hyderabad,"Biotechnology and Bioinformatics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1123.4,851.0,1284.0,167.9796283945037,1099.0,1099.0,1099.0,1099.0,939.2
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1970.8,1894.0,2086.0,99.14837366290989,2086.0,2086.0,2086.0,2086.0,1970.8
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1085.2,986.0,1175.0,80.54094886729625,986.0,1014.0,1014.0,1014.0,961.0
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),4219.8,3981.0,4578.0,308.2894743581104,4578.0,4578.0,4578.0,4578.0,4109.2
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2744.0,2546.0,2874.0,133.25664461231693,2546.0,2614.0,2614.0,2614.0,2310.4
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),11282.9,10784.0,11897.0,537.255670566217,11541.0,11897.0,11897.0,11897.0,8282.2
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,6055.9,5493.0,6546.0,449.6888924578858,5493.0,5558.0,5558.0,5558.0,4415.0
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2273.2,2215.0,2312.0,50.090584610949264,2215.0,2215.0,2215.0,2215.0,2273.2
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1579.9,1442.0,1675.0,108.66201421533333,1442.0,1459.0,1459.0,1459.0,1475.6
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1077.2,910.0,1328.0,215.85427182862674,1328.0,1328.0,1328.0,1328.0,1077.2
Indian Institute of Technology Hyderabad,"Chemical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,738.0,708.0,783.0,38.72983346207418,783.0,783.0,783.0,783.0,595.6
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2218.6,2191.0,2260.0,35.63144678510828,2260.0,2260.0,2260.0,2260.0,2218.6
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1317.0,1236.0,1393.0,66.42288762166247,1236.0,1249.0,1249.0,1249.0,1165.8
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5271.0,4587.0,5977.0,619.9856629166696,5977.0,5977.0,5977.0,5977.0,4878.6
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3356.7,3203.0,3453.0,89.25375809081292,3203.0,3296.0,3314.0,3314.0,2960.4
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),14275.1,14111.0,14634.0,248.65927156117326,14183.0,14634.0,14634.0,14634.0,11553.6
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,8207.7,7463.0,8999.0,685.5076059226317,7463.0,7463.0,7463.0,7463.0,6588.9
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2551.4,2270.0,2852.0,214.58393851047347,2270.0,2852.0,2852.0,2852.0,1971.8
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1772.1,1662.0,1914.0,93.7519777569163,1669.0,1747.0,1747.0,1747.0,1319.6
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1131.6,1018.0,1302.0,146.65696937638748,1302.0,1302.0,1302.0,1302.0,1131.6
Indian Institute of Technology Hyderabad,"Civil Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,628.3,612.0,665.0,23.874905468108395,624.0,657.0,665.0,665.0,489.8
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,317.0,272.0,347.0,38.72983346207417,272.0,272.0,272.0,272.0,309.2
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1410.8,1320.0,1547.0,117.22229594521114,1547.0,1547.0,1547.0,1547.0,1410.8
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,974.8,965.0,991.0,11.292081788187348,969.0,991.0,991.0,991.0,668.3
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,61.0,37.0,73.0,18.5903200617956,,,,,61.0
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4792.2,4433.0,5158.0,334.47497830347663,5158.0,5158.0,5158.0,5158.0,4471.6
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,1795.6,1771.0,1812.0,21.172308959267188,1771.0,1771.0,1771.0,1771.0,1200.8
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1119.2,878.0,1280.0,207.59190735671757,878.0,878.0,878.0,878.0,1119.2
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,649.6,589.0,673.0,28.964345898592864,589.0,657.0,657.0,657.0,516.6
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),748.8,348.0,1016.0,344.95371670220726,348.0,348.0,348.0,348.0,748.8
Indian Institute of Technology Hyderabad,"Computational Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,423.3,356.0,441.0,24.72987397191233,356.0,441.0,441.0,441.0,352.2
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),219.2,128.0,356.0,117.73869372470548,356.0,356.0,356.0,356.0,219.2
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,101.6,94.0,112.0,8.959166627910585,112.0,112.0,112.0,112.0,81.4
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),699.2,650.0,773.0,63.51692687780164,773.0,773.0,773.0,773.0,599.2
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,266.1,249.0,285.0,16.278479317457418,284.0,285.0,285.0,285.0,146.4
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Female-only (including Supernumerary),46.0,46.0,46.0,0.0,,,,,46.0
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),1503.6,1300.0,1809.0,262.84646976261,1809.0,1809.0,1809.0,1809.0,1065.2
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,630.9,604.0,652.0,20.36582104081909,649.0,652.0,652.0,652.0,267.2
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Female-only (including Supernumerary),48.0,48.0,48.0,0.0,48.0,48.0,48.0,48.0,48.0
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,42.6,32.0,53.0,9.901739465591104,32.0,32.0,32.0,32.0,35.6
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),307.6,170.0,363.0,75.17564617466068,363.0,363.0,363.0,363.0,253.6
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,162.0,149.0,182.0,16.792855623746668,180.0,182.0,182.0,182.0,100.9
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,5.0,5.0,5.0,0.0,5.0,5.0,5.0,5.0,5.0
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),113.0,107.0,117.0,5.163977794943223,107.0,107.0,107.0,107.0,113.0
Indian Institute of Technology Hyderabad,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,67.0,57.0,82.0,12.909944487358057,82.0,82.0,82.0,82.0,25.4
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),711.6,704.0,723.0,9.811557810392125,723.0,723.0,723.0,723.0,711.6
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,391.7,345.0,405.0,18.868256705671325,345.0,384.0,384.0,384.0,257.8
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1760.2,1683.0,1876.0,99.6647714424042,1876.0,1876.0,1876.0,1876.0,1346.0
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1027.9,987.0,1043.0,18.04592905770041,987.0,1018.0,1018.0,1018.0,598.2
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,58.0,58.0,58.0,0.0,58.0,58.0,58.0,58.0,58.0
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),3939.4,3787.0,4168.0,196.74755398733674,4168.0,4168.0,4168.0,4168.0,2919.2
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2079.5,1981.0,2113.0,37.27748799357475,1981.0,2080.0,2080.0,2080.0,1048.4
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,38.0,38.0,38.0,0.0,38.0,38.0,38.0,38.0,38.0
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1069.4,753.0,1218.0,179.16919378062735,1218.0,1218.0,1218.0,1218.0,796.7
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,677.2,614.0,744.0,59.19421893694986,614.0,614.0,614.0,614.0,454.2
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),581.0,545.0,605.0,30.98386676965934,545.0,545.0,545.0,545.0,581.0
Indian Institute of Technology Hyderabad,"Electrical Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,237.4,203.0,292.0,44.54510822376197,280.0,292.0,292.0,292.0,182.7
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),773.8,711.0,868.0,81.07445138060858,868.0,868.0,868.0,868.0,773.8
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,382.6,334.0,408.0,31.858018352266253,334.0,350.0,350.0,350.0,365.4
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),1727.6,1562.0,2009.0,217.15800699030189,1877.0,2009.0,2009.0,2009.0,1727.6
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,990.6,920.0,1072.0,72.5522034277541,920.0,920.0,920.0,920.0,538.4
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,29.333333333333332,14.0,37.0,11.877148928369412,,,,,29.333333333333332
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),4449.0,4434.0,4459.0,12.909944487358125,4434.0,4434.0,4434.0,4434.0,3799.8
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,2132.8,2050.0,2180.0,43.98181442369106,2050.0,2105.0,2105.0,2105.0,1580.0
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),843.6,528.0,1054.0,271.6252320140135,528.0,528.0,528.0,528.0,843.6
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,571.4,463.0,692.0,108.71491771294922,463.0,463.0,463.0,463.0,384.2
Indian Institute of Technology Hyderabad,"Electrical Engineering (IC Design and Technology) (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,305.1,274.0,373.0,47.05422403993079,288.0,373.0,373.0,373.0,174.4
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2352.8,1997.0,2590.0,306.2238832401331,1997.0,1997.0,1997.0,1997.0,2352.8
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1242.2,1180.0,1289.0,53.88630005236321,1180.0,1180.0,1180.0,1180.0,1100.6
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5794.3,5101.0,6654.0,604.6692484325627,5101.0,6654.0,6654.0,6654.0,4087.4
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,2853.8,2780.0,2913.0,55.76099791869663,2803.0,2841.0,2841.0,2841.0,2380.4
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),9418.6,8131.0,11350.0,1662.2844521922232,11350.0,11350.0,11350.0,11350.0,7081.6
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,5155.8,4662.0,5537.0,420.44072114865367,4662.0,4678.0,4678.0,4678.0,3323.2
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),2967.0,2939.0,3009.0,36.147844564602536,3009.0,3009.0,3009.0,3009.0,2967.0
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1789.2,1597.0,1860.0,103.62303476222519,1804.0,1818.0,1818.0,1818.0,1349.3
Indian Institute of Technology Hyderabad,"Engineering Physics (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1063.2,941.0,1132.0,74.80314907215548,1024.0,1066.0,1066.0,1066.0,1015.6
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),1473.4,1222.0,1830.0,248.62340999994348,1222.0,1830.0,1830.0,1830.0,1473.4
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,575.0,536.0,601.0,33.56585566713095,536.0,536.0,536.0,536.0,510.4
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),3643.4,3375.0,4046.0,346.5029100406903,4046.0,4046.0,4046.0,4046.0,2263.4
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,1981.4,1971.0,1984.0,5.481281277625228,1984.0,1984.0,1984.0,1984.0,1165.4
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),5973.6,5748.0,6124.0,194.1655650898653,5748.0,5748.0,5748.0,5748.0,5095.8
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,3713.6,3236.0,3987.0,353.912795285317,3236.0,3326.0,3326.0,3326.0,1902.4
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),1475.4,579.0,1887.0,504.4339401745287,1512.0,1512.0,1512.0,1512.0,1475.4
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1350.0,1071.0,1509.0,205.85917516593713,1071.0,1125.0,1125.0,1125.0,855.8
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1239.8,1028.0,1381.0,182.28841616149575,1028.0,1028.0,1028.0,1028.0,1239.8
Indian Institute of Technology Hyderabad,"Engineering Science (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,707.8,592.0,833.0,114.03975914858232,592.0,592.0,592.0,592.0,489.6
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),3002.4,2838.0,3075.0,84.1760060824936,2838.0,3018.0,3018.0,3018.0,3002.4
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1728.8,1396.0,1847.0,143.60965612845584,1396.0,1656.0,1656.0,1656.0,1644.8
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7065.0,6559.0,7824.0,653.2431910603177,7824.0,7824.0,7824.0,7824.0,7065.0
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3873.3,3609.0,4089.0,180.50426279977125,3944.0,4089.0,4089.0,4089.0,3072.0
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15280.2,14327.0,15939.0,639.9685408934827,15939.0,15939.0,15939.0,15939.0,15085.0
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9653.0,8752.0,10601.0,827.3984664127812,8752.0,8802.0,8802.0,8802.0,8544.4
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3483.4,3213.0,3889.0,349.0848989381618,3889.0,3889.0,3889.0,3889.0,3483.4
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2328.6,2194.0,2370.0,72.01573902048544,2328.0,2370.0,2370.0,2370.0,2160.2
Indian Institute of Technology Hyderabad,"Industrial Chemistry (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1223.5,1177.0,1240.0,18.197985236466867,1177.0,1240.0,1240.0,1240.0,1166.1
Indian Institute of Technology Hyderabad,"Materials Science and Metallurgical Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2400.0,2334.0,2499.0,85.2056336165632,2499.0,2499.0,2499.0,2499.0,2400.0
