Institute,Academic Program Name,Quota,Seat Type,Gender,Avg_Closing_Rank,Min_Closing_Rank,Max_Closing_Rank,Std_Dev_Closing_Rank,Closing_Rank_2024_R1.0,Closing_Rank_2024_R2.0,Closing_Rank_2024_R3.0,Closing_Rank_2024_R4.0,Avg_Opening_Rank
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,12305.9,10211.0,13602.0,1270.8360721281963,11605.0,12252.0,13175.0,13175.0,11596.7
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),23449.4,19132.0,25124.0,2356.5818560882703,23136.0,24089.0,25124.0,25124.0,23449.4
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,23678.9,20253.0,26399.0,2319.560420520329,21415.0,25124.0,26399.0,26399.0,21335.7
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),64368.0,57456.0,66731.0,3726.0605052640904,66674.0,66731.0,66731.0,66731.0,64368.0
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,68611.5,58067.0,75208.0,6483.215667312701,64102.0,71098.0,72056.0,72056.0,54085.8
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2093.0,1138.0,3118.0,1104.2191811411356,3118.0,0.0,0.0,0.0,2093.0
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,11048.5,9678.0,11897.0,841.8542035293283,10507.0,11897.0,11897.0,11897.0,10208.2
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,5477.3,4287.0,6481.0,802.9401596632216,4911.0,5529.0,5529.0,5529.0,4654.1
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,27534.7,19603.0,38645.0,6917.507981764658,22969.0,29073.0,38645.0,38645.0,25221.7
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),76455.7,51085.0,97172.0,17246.546894636296,87945.0,90673.0,97172.0,97172.0,76455.7
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,73000.6,49879.0,96381.0,16920.646094835345,66345.0,78322.0,96381.0,96381.0,58052.3
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),112474.8,87398.0,155861.0,24889.921556056917,91396.0,134705.0,134705.0,134705.0,112474.8
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,146505.7,100501.0,192442.0,33750.23733266347,123895.0,154746.0,192442.0,192442.0,102199.7
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),19531.8,14169.0,24353.0,3520.0803273662823,17430.0,18069.0,20184.0,20184.0,19531.8
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,20679.9,16200.0,24027.0,3104.853134834059,17612.0,21956.0,24027.0,24027.0,16758.5
"Assam University, Silchar","Agricultural Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,6708.3,5525.0,7714.0,781.3856708864496,5951.0,6721.0,7036.0,7036.0,6150.3
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,7482.1,6432.0,7926.0,596.1495804093316,7173.0,7728.0,7810.0,7810.0,7105.9
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),15885.4,15597.0,16318.0,372.32279901540613,16318.0,16318.0,16318.0,16318.0,15885.4
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,16631.5,13377.0,18357.0,1887.8296915888482,15992.0,18129.0,18357.0,18357.0,15016.7
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),43367.8,34513.0,46106.0,4815.602069200576,42252.0,45992.0,45992.0,45992.0,43367.8
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,43643.4,37990.0,46034.0,3302.120907672657,41353.0,44421.0,45982.0,45982.0,31898.2
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2080.5,1573.0,3213.0,742.234052633594,1933.0,2996.0,3213.0,3213.0,2080.5
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9159.1,7257.0,10342.0,1133.4726826096087,8650.0,10062.0,10342.0,10342.0,7088.6
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,3622.6,2581.0,4179.0,615.833166441114,3587.0,3587.0,3587.0,3587.0,1900.4
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,16757.9,12124.0,20014.0,3164.2184378171846,15781.0,18853.0,20014.0,20014.0,14961.1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),58617.1,46958.0,68589.0,7359.706099959277,60194.0,60194.0,68589.0,68589.0,58617.1
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,46374.9,34826.0,54011.0,7011.594975467422,46784.0,53133.0,54011.0,54011.0,34627.2
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),64971.0,55594.0,76430.0,10064.376295738462,55594.0,55594.0,55594.0,55594.0,64971.0
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,84583.1,71176.0,96305.0,9515.222405878558,80400.0,95362.0,96305.0,96305.0,69159.7
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,OPEN (PwD),Gender-Neutral,3297.6666666666665,2883.0,3505.0,321.1994188454684,3505.0,3505.0,3505.0,3505.0,3297.6666666666665
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),17045.4,14289.0,18746.0,1737.7958708918864,16723.0,16723.0,16723.0,16723.0,17045.4
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,13220.2,10675.0,16105.0,2003.1348653769894,13851.0,14909.0,16105.0,16105.0,10050.9
"Assam University, Silchar","Computer Science and Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,4868.9,3855.0,6157.0,884.8081336274736,4500.0,4500.0,4500.0,4500.0,4069.4
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8962.5,7861.0,9495.0,646.2741506340616,8962.0,9401.0,9495.0,9495.0,8617.2
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),19590.5,18047.0,22243.0,1508.5386784714685,18603.0,18825.0,22243.0,22243.0,19590.5
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,18286.9,14916.0,20489.0,2009.0096205731707,18070.0,19277.0,20489.0,20489.0,16028.1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),51843.3,47045.0,56760.0,3314.784894981875,50261.0,53250.0,56760.0,56760.0,51843.3
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,51981.7,46342.0,55828.0,3418.4911242632584,49856.0,53183.0,54266.0,54266.0,43822.5
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,2403.25,2115.0,2834.0,352.5926592164581,2549.0,0.0,0.0,0.0,2403.25
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,9904.7,8263.0,10900.0,1099.4635105864636,8934.0,10342.0,10900.0,10900.0,9230.6
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,4232.0,3641.0,4520.0,332.15893116933586,4260.0,4260.0,4260.0,4260.0,3831.5
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,EWS,Gender-Neutral,18670.9,13527.0,21795.0,3207.5485776177684,17467.0,20498.0,21717.0,21717.0,17804.1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Female-only (including Supernumerary),64654.1,49105.0,78664.0,10944.027122387606,66564.0,77471.0,78664.0,78664.0,64654.1
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OBC-NCL,Gender-Neutral,52843.5,39477.0,63815.0,8784.929118160893,50534.0,58528.0,63815.0,63815.0,44489.4
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Female-only (including Supernumerary),89822.5,76430.0,99757.0,8776.42014149277,89527.0,99757.0,99757.0,99757.0,89822.5
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,OPEN,Gender-Neutral,99650.1,80526.0,117145.0,13381.017404019274,95469.0,114381.0,117145.0,117145.0,82750.8
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Female-only (including Supernumerary),18032.4,13976.0,22030.0,2384.8293766128336,13976.0,17430.0,17430.0,17430.0,18032.4
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,SC,Gender-Neutral,14786.2,11626.0,17453.0,2386.1980359280046,14909.0,16927.0,17453.0,17453.0,13279.4
"Assam University, Silchar","Electronics and Communication Engineering (4 Years, Bachelor of Technology)",HS,ST,Gender-Neutral,5798.8,4092.0,6659.0,972.3267397788096,5484.0,6458.0,6659.0,6659.0,5333.3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2023.6,1648.0,2222.0,221.12098247088375,2013.0,2013.0,2013.0,2013.0,2023.6
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1151.7,1027.0,1226.0,84.77951796670386,1056.0,1216.0,1216.0,1216.0,1012.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),5569.7,5231.0,6214.0,464.7023061416129,5669.0,6214.0,6214.0,6214.0,5294.5
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,3032.4,2729.0,3314.0,229.80194371095584,3168.0,3314.0,3314.0,3314.0,2162.8
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,195.0,195.0,195.0,0.0,195.0,195.0,195.0,195.0,195.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),10909.6,10320.0,11529.0,542.7647740964774,11529.0,11529.0,11529.0,11529.0,9372.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,7411.4,6995.0,7631.0,256.0226552475386,7166.0,7511.0,7511.0,7511.0,4550.3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,249.2,212.0,295.0,40.16300121587861,212.0,212.0,212.0,212.0,249.2
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),3461.2,3236.0,3722.0,226.40906931186893,3313.0,3313.0,3313.0,3313.0,3319.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,1900.3,1637.0,2195.0,226.0049409489388,1996.0,2195.0,2195.0,2195.0,1487.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,SC (PwD),Gender-Neutral,78.0,67.0,100.0,17.041126723312633,67.0,67.0,67.0,67.0,78.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),1295.0,1163.0,1493.0,170.41126723312635,1493.0,1493.0,1493.0,1493.0,1295.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1027.4,919.0,1216.0,132.39100338685319,1008.0,1216.0,1216.0,1216.0,537.8
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,ST (PwD),Gender-Neutral,68.4,64.0,75.0,5.680375574437544,75.0,75.0,75.0,75.0,68.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),4863.4,4312.0,5414.0,519.488466346142,4312.0,4312.0,4312.0,4312.0,4863.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,2611.5,2412.0,2803.0,170.35469533365438,2789.0,2803.0,2803.0,2803.0,2537.3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),12564.9,10596.0,13119.0,877.4619269993048,10596.0,13007.0,13007.0,13007.0,11049.3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,6872.8,6022.0,7542.0,538.4041852239511,6022.0,6543.0,6543.0,6543.0,5863.5
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL (PwD),Gender-Neutral,746.3,530.0,973.0,162.2166247131697,530.0,973.0,973.0,973.0,746.3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),24942.3,22422.0,25669.0,1330.342232493413,25460.0,25669.0,25669.0,25669.0,22520.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,16139.7,15709.0,16520.0,227.7718400310081,15709.0,16195.0,16195.0,16195.0,11506.6
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,1364.3,861.0,1618.0,258.6228700035805,861.0,1334.0,1334.0,1334.0,1364.3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),5440.6,4852.0,5833.0,506.5862216839302,4852.0,4852.0,4852.0,4852.0,5440.6
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,4077.2,3440.0,4700.0,471.91308050906537,3846.0,4658.0,4700.0,4700.0,3142.5
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Female-only (including Supernumerary),2536.0,2536.0,2536.0,0.0,,,,,2536.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Electrical and Electronics Engineering (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1750.8,1671.0,1804.0,68.68090467274487,1671.0,1671.0,1671.0,1671.0,1514.6
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,EWS,Female-only (including Supernumerary),3947.6,3809.0,4040.0,119.28788706318844,3809.0,3809.0,3809.0,3809.0,3452.6
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,EWS,Gender-Neutral,2081.4,1831.0,2271.0,175.1578335863591,2251.0,2271.0,2271.0,2271.0,1849.7
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,OBC-NCL,Female-only (including Supernumerary),9625.5,9144.0,10475.0,638.7439497430355,9966.0,10475.0,10475.0,10475.0,6921.1
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,OBC-NCL,Gender-Neutral,5080.6,4416.0,6135.0,829.9965461775529,5737.0,6135.0,6135.0,6135.0,3287.8
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,OBC-NCL (PwD),Gender-Neutral,435.8,271.0,557.0,115.03506711723459,557.0,557.0,557.0,557.0,435.8
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,OPEN,Female-only (including Supernumerary),20436.4,18988.0,22022.0,1109.893608514898,21176.0,21176.0,22022.0,22022.0,14804.8
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,OPEN,Gender-Neutral,12455.3,11463.0,13161.0,640.9603991927543,12816.0,13161.0,13161.0,13161.0,8518.2
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,OPEN (PwD),Female-only (including Supernumerary),992.6,555.0,1386.0,394.49804956566146,555.0,555.0,555.0,555.0,992.6
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,OPEN (PwD),Gender-Neutral,721.25,557.0,776.0,109.5,557.0,776.0,776.0,776.0,721.25
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,SC,Female-only (including Supernumerary),4768.0,4366.0,5371.0,518.9797683917939,5371.0,5371.0,5371.0,5371.0,4138.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,SC,Gender-Neutral,3202.8,2435.0,4231.0,782.6843836722721,3931.0,3995.0,4231.0,4231.0,2084.6
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,ST,Female-only (including Supernumerary),2442.0,2358.0,2568.0,108.44353369380767,2568.0,2568.0,2568.0,2568.0,2442.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and M. Tech (IT) (5 Years, Integrated B. Tech. and M. Tech.)",AI,ST,Gender-Neutral,1649.4,1363.0,1981.0,287.8777518322664,1981.0,1981.0,1981.0,1981.0,952.2
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,EWS,Female-only (including Supernumerary),4107.3,3897.0,4191.0,112.8726420942353,3897.0,4010.0,4010.0,4010.0,4107.3
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,EWS,Gender-Neutral,2361.8,2178.0,2568.0,153.47225590748755,2370.0,2568.0,2568.0,2568.0,2203.1
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,EWS (PwD),Gender-Neutral,219.0,219.0,219.0,0.0,219.0,219.0,219.0,219.0,219.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,OBC-NCL,Female-only (including Supernumerary),10283.9,9975.0,10838.0,412.3260441285107,10475.0,10838.0,10838.0,10838.0,9781.5
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,OBC-NCL,Gender-Neutral,6351.7,5638.0,7224.0,652.6346689466561,6704.0,7144.0,7224.0,7224.0,5221.9
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,OBC-NCL (PwD),Gender-Neutral,626.1,328.0,746.0,160.58258519113045,679.0,746.0,746.0,746.0,626.1
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,OPEN,Female-only (including Supernumerary),22526.4,22010.0,22758.0,291.0239394505781,22460.0,22584.0,22584.0,22584.0,19404.8
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,OPEN,Gender-Neutral,14844.8,13403.0,15788.0,893.7779739211894,15392.0,15788.0,15788.0,15788.0,10895.9
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,OPEN (PwD),Gender-Neutral,994.25,776.0,1098.0,151.96134376873616,776.0,1005.0,1098.0,1098.0,994.25
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,SC,Female-only (including Supernumerary),5865.6,5286.0,6320.0,422.44820852844055,5701.0,5701.0,5701.0,5701.0,5756.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,SC,Gender-Neutral,3877.0,3029.0,4683.0,697.0820133480227,4610.0,4648.0,4683.0,4683.0,3191.2
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,ST,Female-only (including Supernumerary),2633.5,2529.0,2793.0,134.94628561023822,2782.0,2793.0,2793.0,2793.0,2633.5
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Integrated B. Tech.(IT) and MBA (5 Years, Integrated B. Tech. and MBA)",AI,ST,Gender-Neutral,1956.6,1586.0,2526.0,458.4496094931748,2368.0,2526.0,2526.0,2526.0,1775.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,EWS,Female-only (including Supernumerary),2851.5,2742.0,2916.0,83.41362798328186,2742.0,2759.0,2759.0,2759.0,2851.5
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,1640.4,1544.0,1724.0,67.85802171527774,1660.0,1724.0,1724.0,1724.0,1564.2
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Female-only (including Supernumerary),7562.8,7234.0,7704.0,187.76865198074648,7234.0,7390.0,7390.0,7390.0,6463.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,4517.5,4275.0,4762.0,200.82289046155415,4675.0,4762.0,4762.0,4762.0,4042.2
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,OPEN,Female-only (including Supernumerary),15936.4,15856.0,16057.0,103.7959536783587,16057.0,16057.0,16057.0,16057.0,15251.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,OPEN,Gender-Neutral,9759.7,9476.0,9975.0,194.3376500378199,9476.0,9613.0,9613.0,9613.0,7763.1
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,OPEN (PwD),Gender-Neutral,532.4,408.0,719.0,160.5997094227342,719.0,719.0,719.0,719.0,532.4
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,SC,Female-only (including Supernumerary),5433.333333333333,5414.0,5443.0,14.97553560533534,,,,,5433.333333333333
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,SC,Gender-Neutral,2789.6,2429.0,3476.0,482.38624450629715,2746.0,3476.0,3476.0,3476.0,2391.0
Atal Bihari Vajpayee Indian Institute of Information Technology & Management Gwalior,"Mathematics and Scientific Computing (4 Years, Bachelor of Technology)",AI,ST,Gender-Neutral,1418.0,1136.0,1506.0,151.88006964561072,1402.0,1494.0,1494.0,1494.0,1302.0
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,EWS,Gender-Neutral,8330.555555555555,7196.0,9138.0,810.063131970452,7557.0,8477.0,8994.0,0.0,7846.333333333333
"Birla Institute of Technology, Deoghar Off-Campus","Computer Science and Engineering (4 Years, Bachelor of Technology)",AI,OBC-NCL,Gender-Neutral,17683.222222222223,15155.0,19470.0,1572.7118122670931,17045.0,18605.0,19470.0,0.0,14878.666666666666
